user_id,frequency,recency,T,monetary_value,total_orders,total_spend,avg_order_value,unique_products,avg_basket_size,interpurchase_std,is_one_time_buyer,cancellation_rate,country,actual_holdout_transactions,actual_holdout_revenue,purchased_in_holdout,recency_ratio,country_enc,p_purchase,is_test,spend_tier,expected_revenue_if_purchase,clv_180d,clv_12m,propensity_decile,segment
12676,6,6,299,269.17833333333334,7,1950.65,278.6642857142857,56,11.285714285714286,35.54011817650583,0,0.1111111111111111,Sweden,3,382.44,1,0.020066889632107,33,0.9241793036460876,False,Mid Spend,850.75,786.245542576909,1568.1946614238896,9,Growing
12677,1,371,482,186.4,2,359.1,179.55,12,9.5,0.0,0,0.3333333333333333,France,0,0.0,0,0.7697095435684648,13,0.1893034070730209,False,Low Spend,402.12,76.12268605220316,151.82940114237243,2,At-Risk
12678,9,3,517,2167.42,10,21637.08,2163.708,172,27.5,27.514137780017347,0,0.0625,France,5,10958.1,1,0.0058027079303675,13,0.9842424154281616,False,High Spend,2866.18,2821.0159262518882,5626.616464928629,10,High Value
12679,1,21,99,76.32000000000001,2,798.38,399.19,42,21.0,0.0,0,0.3333333333333333,France,2,152.64,1,0.2121212121212121,13,0.6422570705413818,False,Low Spend,402.12,258.26441320610047,515.1175454657196,7,Low Value
12681,34,3,542,635.574117647059,35,22552.06,644.3445714285715,411,33.17142857142857,11.249282013135405,0,0.2,France,9,4384.7,1,0.0055350553505535,13,0.99375,True,High Spend,2866.18,2848.2663749999997,5680.968452868852,10,High Value
12682,30,8,554,468.77966666666657,31,14435.69,465.6674193548387,250,21.580645161290324,11.552429211627102,0,0.0303030303030303,France,20,6300.53,1,0.0144404332129963,13,0.99375,False,High Spend,2866.18,2848.2663749999997,5680.968452868852,10,High Value
12683,15,0,542,478.3839999999999,16,7398.06,462.37875,188,20.5,36.583889246237234,0,0.2,France,4,3047.64,1,0.0,13,0.9846590876579284,False,High Spend,2866.18,2822.210183863401,5628.998454153779,10,High Value
12684,1,13,29,362.0,2,815.0999999999999,407.5499999999999,30,20.5,0.0,0,0.0,France,4,1258.53,1,0.4482758620689655,13,0.7068876147270202,False,High Spend,2866.18,2026.0671435782906,4041.062882000416,8,High Value
12686,0,187,187,71.14,1,71.14,71.14,6,6.0,0.0,1,0.0,France,0,0.0,0,1.0,13,0.2040223717689514,False,Low Spend,402.12,82.04147613573075,163.63463819421708,2,Low Value
12687,0,296,296,1858.91,1,1858.91,1858.91,125,125.0,0.0,1,0.0,Sweden,0,0.0,0,1.0,33,0.341224592924118,False,High Spend,2866.18,978.0111037472485,1950.6778845232006,3,Growing
12690,0,21,21,335.01,1,335.01,335.01,15,15.0,0.0,1,0.0,France,0,0.0,0,1.0,13,0.5720194220542908,False,Mid Spend,850.75,486.6455233126879,970.6317814706616,7,Growing
12691,2,135,236,176.1,3,468.7999999999999,156.26666666666665,16,6.333333333333333,17.67766952966369,0,0.0,France,3,575.6,1,0.5720338983050848,13,0.5290703296661377,False,Low Spend,402.12,212.74976096534726,424.3369549308839,6,Low Value
12692,0,453,453,110.95,1,110.95,110.95,13,13.0,0.0,1,0.0,France,0,0.0,0,1.0,13,0.0585661441087722,False,Low Spend,402.12,23.550617869019476,46.972543837115346,1,At-Risk
12693,5,27,338,147.306,6,1225.88,204.31333333333336,58,11.0,10.691117808723275,0,0.3333333333333333,Germany,1,189.14,1,0.0798816568047337,14,0.7431243538856507,False,Low Spend,402.12,298.82516518449785,596.0174059690804,8,Growing
12694,0,237,237,901.68,1,901.68,901.68,45,45.0,0.0,1,0.5,France,2,761.67,1,1.0,13,0.4136281073093414,False,High Spend,2866.18,1185.532608607888,2364.5868969501594,5,Growing
12695,3,26,481,128.20333333333335,4,878.27,219.5675,30,9.25,143.61870815925528,0,0.0,France,3,492.85,1,0.054054054054054,13,0.5456264615058899,False,Low Spend,402.12,219.40731270074843,437.61567833755834,6,Low Value
12696,1,250,324,454.76,2,731.91,365.955,42,23.5,0.0,0,0.3333333333333333,Finland,0,0.0,0,0.7716049382716049,12,0.3515550255775451,False,High Spend,2866.18,1007.6199832098481,2009.7338462928665,4,Growing
12698,0,406,406,285.75,1,285.75,285.75,15,15.0,0.0,1,0.0,Germany,0,0.0,0,1.0,14,0.0973216086626052,True,Mid Spend,850.75,82.79635856971137,165.14027802155547,1,At-Risk
12699,0,233,233,566.11,1,566.11,566.11,40,40.0,0.0,1,0.0,Germany,0,0.0,0,1.0,14,0.3515550255775451,False,High Spend,2866.18,1007.6199832098481,2009.7338462928665,4,Growing
12700,0,31,31,984.43,1,984.43,984.43,61,61.0,0.0,1,0.5,France,3,3541.56,1,1.0,13,0.6516607642173767,False,High Spend,2866.18,1867.7770491845608,3725.3476664063646,7,High Value
12701,4,58,449,328.115,5,1823.78,364.756,91,22.0,129.7638881456111,0,0.0,Germany,1,424.63,1,0.1291759465478842,14,0.6918272972106934,False,Mid Spend,850.75,588.5720731019974,1173.9279053673717,8,Growing
12703,2,449,500,64.725,3,632.98,210.99333333333337,43,16.666666666666668,33.94112549695428,0,0.4,Germany,1,265.55,1,0.898,14,0.1785275459289551,False,Low Spend,402.12,71.78949676895142,143.18670120583207,2,At-Risk
12705,7,17,349,873.8628571428573,8,7661.91,957.73875,250,50.75,41.4183074313303,0,0.3333333333333333,Germany,5,3452.19,1,0.0487106017191977,14,0.9808333277702332,False,High Spend,2866.18,2811.244867388487,5607.127740966108,10,High Value
12707,0,107,107,603.42,1,603.42,603.42,33,33.0,0.0,1,0.0,France,0,0.0,0,1.0,13,0.4503332078456878,True,High Spend,2866.18,1290.7360336631534,2574.4188649565626,5,Growing
12708,12,16,537,261.78749999999997,13,3328.92,256.07076923076926,99,16.0,13.090304068510427,0,0.4090909090909091,Germany,5,1230.74,1,0.0297951582867784,14,0.98125,False,Mid Spend,850.75,834.7984375,1665.0351349043715,10,Growing
12709,25,6,546,956.7076,26,25114.37,965.9373076923076,176,14.384615384615383,15.973728431396347,0,0.325,Germany,7,4457.39,1,0.0109890109890109,14,0.99375,True,High Spend,2866.18,2848.2663749999997,5680.968452868852,10,High Value
12710,0,17,17,646.96,1,646.96,646.96,43,43.0,0.0,1,0.5,Germany,2,376.06,1,1.0,14,0.6447042346000671,True,High Spend,2866.18,1847.8383831260203,3685.5792887486195,7,High Value
12711,1,427,492,735.75,2,1213.05,606.525,55,29.0,0.0,0,0.0,Germany,0,0.0,0,0.8678861788617886,14,0.1785275459289551,False,High Spend,2866.18,511.6920815906525,1020.5880315879134,2,At-Risk
12712,15,16,546,251.6386666666667,16,4072.38,254.52375,117,11.8125,22.44824735973411,0,0.2727272727272727,Germany,5,1912.65,1,0.0293040293040293,14,0.9846590876579284,True,Mid Spend,850.75,837.6987188249826,1670.8198490225063,10,Growing
12714,8,22,551,1197.765,9,10138.77,1126.53,364,58.44444444444444,19.595917942265423,0,0.0,France,3,2676.94,1,0.0399274047186932,13,0.9842424154281616,True,High Spend,2866.18,2821.0159262518882,5626.616464928629,10,High Value
12717,1,61,406,509.74,2,737.6700000000001,368.835,42,22.5,0.0,0,0.0,Greece,1,321.24,1,0.1502463054187192,15,0.4852117657661438,True,High Spend,2866.18,1390.7042588036059,2773.8090407831482,5,Growing
12720,13,8,322,229.44846153846152,14,3807.32,271.95142857142855,187,19.357142857142858,18.95778035260025,0,0.375,Germany,15,3097.96,1,0.0248447204968944,14,0.9846590876579284,False,Mid Spend,850.75,837.6987188249826,1670.8198490225063,10,Growing
12721,4,62,287,387.805,5,2230.77,446.154,122,27.8,23.18584338197197,0,0.2857142857142857,France,3,1404.31,1,0.2160278745644599,13,0.8883627891540528,False,High Spend,2866.18,2546.207659017563,5078.501614980385,9,High Value
12724,3,148,351,259.87,4,1297.01,324.2525,68,20.75,48.60384072615386,0,0.0,France,3,786.51,1,0.4216524216524216,13,0.5802350521087647,False,Mid Spend,850.75,493.63497058153155,984.5724823074263,7,Growing
12725,2,187,400,448.905,3,1906.76,635.5866666666667,91,34.333333333333336,89.09545442950498,0,0.0,Italy,0,0.0,0,0.4675,18,0.555679452419281,False,High Spend,2866.18,1592.6773329350947,3176.6515110454075,7,High Value
12726,8,0,440,286.6825,9,2638.82,293.20222222222225,51,12.555555555555555,28.789569043566555,0,0.0,France,2,1051.78,1,0.0,13,0.967040228843689,False,Mid Spend,850.75,822.7094746887684,1640.9232691879806,10,Growing
12727,7,3,470,462.2728571428571,8,3905.23,488.15375,112,20.625,51.39019732354003,0,0.2,France,2,1000.3,1,0.0063829787234042,13,0.921615195274353,False,High Spend,2866.18,2641.515040391445,5268.595572365451,9,High Value
12728,3,73,199,175.76999999999998,4,725.15,181.2875,38,11.0,13.650396819628847,0,0.0,France,1,201.02,1,0.3668341708542713,13,0.6917064785957336,False,Low Spend,402.12,278.1490091729164,554.7780784049972,8,Low Value
12730,0,337,337,703.25,1,703.25,703.25,46,46.0,0.0,1,0.0,Germany,0,0.0,0,1.0,14,0.3262708723545074,True,High Spend,2866.18,935.151048925042,1865.1919828286357,3,Growing
12731,10,28,463,1333.9489999999998,11,14965.89,1360.5354545454545,105,22.09090909090909,26.962731480487815,0,0.0833333333333333,France,6,10665.82,1,0.060475161987041,13,0.9933333277702332,False,High Spend,2866.18,2847.0721173884867,5678.586463643703,10,High Value
12733,3,50,505,431.26666666666665,4,2424.02,606.005,116,37.25,42.61846235299126,0,0.3333333333333333,USA,0,0.0,0,0.099009900990099,36,0.7977734684944153,False,High Spend,2866.18,2286.562359929323,4560.6298435748795,8,High Value
12734,2,168,208,236.65,3,603.6500000000001,201.2166666666667,16,6.0,3.5355339059327378,0,0.0,France,0,0.0,0,0.8076923076923077,13,0.3712498962879181,False,Mid Spend,850.75,315.84084926694635,629.9557922537455,4,Growing
12735,1,131,153,405.8,2,689.5699999999999,344.78499999999997,37,20.5,0.0,0,0.0,France,0,0.0,0,0.8562091503267973,13,0.3928573966026306,True,High Spend,2866.18,1126.0000129945277,2245.847020453566,5,Growing
12736,0,148,148,144.0,1,144.0,144.0,3,3.0,0.0,1,0.0,France,0,0.0,0,1.0,13,0.2298552811145782,False,Low Spend,402.12,92.42940564179419,184.35373256423432,2,Low Value
12738,0,188,188,137.35,1,137.35,137.35,10,10.0,0.0,1,0.0,Germany,0,0.0,0,1.0,14,0.227685734629631,False,Low Spend,402.12,91.55698760926721,182.61366381083351,2,Low Value
12739,0,210,210,1445.69,1,1445.69,1445.69,49,49.0,0.0,1,0.0,United Arab Emirates,1,975.54,1,1.0,37,0.345742666721344,True,High Spend,2866.18,990.9607165033817,1976.5063471242313,4,Growing
12741,0,349,349,236.07,1,236.07,236.07,15,15.0,0.0,1,0.0,USA,0,0.0,0,1.0,36,0.1252101376652717,False,Mid Spend,850.75,106.5225246187299,212.4629589389968,1,At-Risk
12742,0,441,441,1201.52,1,1201.52,1201.52,67,67.0,0.0,1,0.5,United Arab Emirates,0,0.0,0,1.0,37,0.1966917961835861,False,High Spend,2866.18,563.7540923854707,1124.4275613152831,2,At-Risk
12744,5,64,407,1391.326,6,8209.58,1368.263333333333,172,37.5,68.09331832125675,0,0.2,Singapore,2,4948.58,1,0.1572481572481572,31,0.8517100214958191,False,High Spend,2866.18,2441.1542294108867,4868.9688182239,9,High Value
12745,2,302,498,361.9249999999999,3,925.41,308.46999999999997,21,7.666666666666667,14.849242404917495,0,0.0,United Kingdom,0,0.0,0,0.606425702811245,38,0.3328912615776062,True,High Spend,2866.18,954.1262761085032,1903.0387474295283,3,Growing
12746,0,356,356,254.55,1,254.55,254.55,17,17.0,0.0,1,0.6666666666666666,United Kingdom,0,0.0,0,1.0,38,0.1716179117560386,False,Mid Spend,850.75,146.00393842644985,291.2100411237934,2,At-Risk
12747,20,14,548,320.661,21,6793.87,323.51761904761906,79,9.476190476190476,17.83926774517975,0,0.2222222222222222,United Kingdom,5,2104.61,1,0.0255474452554744,38,0.9846590876579284,False,Mid Spend,850.75,837.6987188249826,1670.8198490225063,10,Growing
12748,206,0,551,131.52990291262134,207,27300.51,131.88652173913042,1665,16.63768115942029,4.1684657888622505,0,0.0762711864406779,United Kingdom,115,22166.71,1,0.0,38,0.9156944513320924,False,Low Spend,402.12,368.219052769661,734.4259795679031,9,Growing
12749,4,29,337,708.17,5,3665.58,733.116,157,36.4,83.34066634402839,0,0.5,United Kingdom,4,3181.78,1,0.086053412462908,38,0.8386623620986938,True,High Spend,2866.18,2403.7572890000342,4794.379292267828,9,High Value
12751,0,260,260,268.27,1,268.27,268.27,61,61.0,0.0,1,0.0,Brazil,0,0.0,0,1.0,4,0.3328912615776062,False,Mid Spend,850.75,283.20724078714846,564.8669010235475,3,Low Value
12753,3,64,178,3116.64,4,12940.51,3235.1275,87,32.25,18.876793513023692,0,0.4285714285714285,Japan,2,8488.88,1,0.3595505617977528,19,0.8885087132453918,False,High Spend,2866.18,2546.625903729677,5079.335818914383,9,High Value
12754,2,51,124,1482.585,3,3010.74,1003.58,49,21.0,7.0710678118654755,0,0.4,Japan,0,0.0,0,0.4112903225806452,19,0.7187137007713318,True,High Spend,2866.18,2059.9628348767756,4108.669042240564,8,High Value
12755,10,96,509,523.331,11,5236.259999999999,476.0236363636363,34,5.7272727272727275,46.11447109578992,0,0.5,Japan,0,0.0,0,0.1886051080550098,19,0.7930440783500672,False,High Spend,2866.18,2273.0070764853954,4533.59334927415,8,High Value
12757,1,1,27,243.2,2,846.03,423.015,78,44.0,0.0,0,0.4545454545454545,Portugal,7,3330.7200000000003,1,0.037037037037037,28,0.7959106087684631,False,Mid Spend,850.75,677.12095040977,1350.5417863364264,8,Growing
12758,5,92,554,1245.432,6,8681.84,1446.9733333333334,168,45.333333333333336,59.67830426545312,0,0.1428571428571428,Portugal,1,1221.4,1,0.1660649819494584,28,0.8071938395500183,False,High Spend,2866.18,2313.5628390414713,4614.48325819747,8,High Value
12759,5,91,551,633.568,6,3622.1,603.6833333333333,160,38.0,51.21327952787245,0,0.0,Netherlands,2,996.64,1,0.1651542649727767,24,0.8382577776908875,False,High Spend,2866.18,2402.597677262068,4792.066405468059,9,High Value
12760,0,271,271,317.8,1,317.8,317.8,20,20.0,0.0,1,0.0,Netherlands,0,0.0,0,1.0,24,0.2428886771202087,False,Mid Spend,850.75,206.63754206001755,412.14591722353225,2,Low Value
12761,0,280,280,712.95,1,712.95,712.95,25,25.0,0.0,1,0.0,Netherlands,0,0.0,0,1.0,24,0.2726325482130051,False,High Spend,2866.18,781.4139570371509,1558.557892451148,2,Growing
12763,0,185,185,320.08,1,320.08,320.08,16,16.0,0.0,1,0.0,Japan,1,174.0,1,1.0,19,0.341224592924118,False,Mid Spend,850.75,290.2968224301934,579.007323426342,3,Low Value
12764,0,132,132,1693.88,1,1693.88,1693.88,45,45.0,0.0,1,0.0,Lebanon,0,0.0,0,1.0,21,0.3701929986476898,False,High Spend,2866.18,1061.0397688640355,2116.2815062042237,4,Growing
12765,5,288,457,233.516,6,1299.58,216.59666666666664,48,10.333333333333334,15.469324484281788,0,0.0,Netherlands,0,0.0,0,0.6301969365426696,24,0.3328912615776062,False,Mid Spend,850.75,283.20724078714846,564.8669010235475,3,Low Value
12766,5,56,223,896.542,6,5273.07,878.8449999999999,200,45.666666666666664,13.442470011125186,0,0.25,Portugal,3,2861.92,1,0.2511210762331838,28,0.9271778225898742,True,High Spend,2866.18,2657.4585315506456,5300.395431781342,9,High Value
12767,0,191,191,949.82,1,949.82,949.82,43,43.0,0.0,1,0.0,Korea,0,0.0,0,1.0,20,0.345742666721344,False,High Spend,2866.18,990.9607165033817,1976.5063471242313,4,Growing
12768,0,266,266,168.69000000000003,1,168.69000000000003,168.69000000000003,10,10.0,0.0,1,0.5,Korea,0,0.0,0,1.0,20,0.2264530748128891,False,Low Spend,402.12,91.06131044375897,181.6250180982078,2,Low Value
12769,0,54,54,1143.6,1,1143.6,1143.6,32,32.0,0.0,1,0.0,Brazil,0,0.0,0,1.0,4,0.5540955185890197,False,High Spend,2866.18,1588.1374934694766,3167.5966399801036,6,High Value
12770,1,26,272,1351.45,2,3246.45,1623.225,19,14.0,0.0,0,0.7142857142857143,Japan,0,0.0,0,0.0955882352941176,19,0.598749577999115,False,High Spend,2866.18,1716.1240654695032,3422.8704038052933,7,High Value
12771,0,301,301,226.3,1,226.3,226.3,14,14.0,0.0,1,0.5,Portugal,0,0.0,0,1.0,28,0.1886980831623077,False,Mid Spend,850.75,160.53489425033328,320.19254864137514,2,At-Risk
12773,0,380,380,124.25,1,124.25,124.25,6,6.0,0.0,1,0.5,Portugal,0,0.0,0,1.0,28,0.1160703539848327,False,Low Spend,402.12,46.67421074438093,93.09337115682536,1,At-Risk
12774,0,351,351,83.7,1,83.7,83.7,5,5.0,0.0,1,0.0,Netherlands,0,0.0,0,1.0,24,0.0874731235206127,False,Low Spend,402.12,35.174692430108784,70.15717342617326,1,At-Risk
12775,5,5,225,237.528,6,1344.76,224.1266666666667,44,10.166666666666666,26.23547217032695,0,0.1428571428571428,Netherlands,1,206.36,1,0.0222222222222222,24,0.8797970056533814,False,Mid Spend,850.75,748.4873025596142,1492.8845105697224,9,Growing
12776,0,483,483,27.5,1,27.5,27.5,3,3.0,0.0,1,0.0,Portugal,0,0.0,0,1.0,28,0.0239999994635581,False,Low Spend,402.12,9.650879784285983,19.249022520570403,1,At-Risk
12777,0,273,273,519.45,1,519.45,519.45,26,26.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.2613773047924042,False,High Spend,2866.18,749.1544034498929,1494.2150669902235,2,Growing
12778,5,75,418,172.582,6,1211.51,201.91833333333332,65,14.0,53.1949245699249,0,0.0,Netherlands,3,330.17,1,0.1794258373205741,24,0.6763975977897644,False,Low Spend,402.12,271.9930020232201,542.4997034889362,7,Low Value
12779,12,5,552,426.695,13,5492.16,422.4738461538461,123,17.23076923076923,33.30972648923853,0,0.3157894736842105,Poland,1,981.95,1,0.0090579710144927,27,0.98125,False,High Spend,2866.18,2812.439125,5609.5097301912565,10,High Value
12780,0,414,414,322.4,1,322.4,322.4,19,19.0,0.0,1,0.0,Netherlands,0,0.0,0,1.0,24,0.0973216086626052,False,Mid Spend,850.75,82.79635856971137,165.14027802155547,1,At-Risk
12781,0,100,100,549.26,1,549.26,549.26,15,15.0,0.0,1,0.5,Czech Republic,1,237.48,1,1.0,8,0.4834612131118774,False,High Spend,2866.18,1385.6868597970006,2763.8016602508483,5,Growing
12782,8,69,335,375.27125,9,3234.27,359.36333333333334,120,20.444444444444443,22.82816243152304,0,0.25,Portugal,2,627.97,1,0.2059701492537313,28,0.9419166684150696,True,High Spend,2866.18,2699.702716677904,5384.65295949418,9,High Value
12784,0,345,345,1034.33,1,1034.33,1034.33,71,71.0,0.0,1,0.0,Portugal,1,476.82,1,1.0,28,0.3317367076873779,False,High Spend,2866.18,950.8171168394088,1896.4385117288755,3,Growing
12785,2,180,547,296.75,3,904.4,301.46666666666664,41,17.666666666666668,16.97056274847714,0,0.25,Portugal,0,0.0,0,0.3290676416819013,28,0.4999316930770874,True,Mid Spend,850.75,425.3168878853321,848.3096397712908,6,Growing
12786,0,425,425,668.5,1,668.5,668.5,17,17.0,0.0,1,0.0,Netherlands,0,0.0,0,1.0,24,0.1351002469658851,False,High Spend,2866.18,387.22162584868056,772.327286528789,1,At-Risk
12787,1,8,229,143.1,2,523.62,261.81,27,15.0,0.0,0,0.3333333333333333,Netherlands,2,275.56,1,0.0349344978165938,24,0.5411160230636597,True,Low Spend,402.12,217.59357519435883,433.99811445869386,6,Low Value
12788,3,279,344,79.60000000000001,4,384.9,96.225,19,5.5,14.742229591663987,0,0.0,Netherlands,0,0.0,0,0.811046511627907,24,0.2276083499193191,False,Low Spend,402.12,91.5258696695566,182.55159797479868,2,Low Value
12789,1,328,509,74.25,2,148.5,74.25,1,1.0,0.0,0,0.0,Netherlands,1,76.85,1,0.6444007858546169,24,0.2230666071176529,False,Low Spend,402.12,89.69954405415058,178.9089266653823,2,Low Value
12790,1,8,226,294.92,2,546.85,273.425,35,17.5,0.0,0,0.3333333333333333,Netherlands,0,0.0,0,0.0353982300884955,24,0.6173681855201721,False,Mid Spend,850.75,525.2259838312865,1047.5818803192326,7,Growing
12791,4,189,440,131.2875,5,656.8299999999999,131.366,15,4.4,97.020186902864,0,0.25,Netherlands,0,0.0,0,0.4295454545454545,24,0.4567035317420959,False,Low Spend,402.12,183.6496241841316,366.29569850933353,5,Low Value
12792,1,72,350,344.53999999999996,2,715.01,357.505,38,22.5,0.0,0,0.3333333333333333,Portugal,0,0.0,0,0.2057142857142857,28,0.4852117657661438,False,High Spend,2866.18,1390.7042588036059,2773.8090407831482,5,Growing
12793,2,150,217,230.74,3,745.53,248.51,33,13.666666666666666,4.242640687119285,0,0.0,Portugal,0,0.0,0,0.6912442396313364,28,0.4599896013736725,False,Mid Spend,850.75,391.3361533686519,780.533857811792,5,Growing
12796,0,444,444,351.0,1,351.0,351.0,6,6.0,0.0,1,0.0,Netherlands,0,0.0,0,1.0,24,0.0973216086626052,True,High Spend,2866.18,278.94124831658576,556.3582275166874,1,At-Risk
12797,1,181,240,226.03,2,468.08,234.04,26,14.0,0.0,0,0.6666666666666666,Portugal,0,0.0,0,0.7541666666666667,28,0.3786036431789398,True,Mid Spend,850.75,322.09704943448304,642.4340057026574,4,Growing
12798,0,237,237,1533.89,1,1533.89,1533.89,25,25.0,0.0,1,0.0,Japan,3,6977.04,1,1.0,19,0.345742666721344,False,High Spend,2866.18,990.9607165033817,1976.5063471242313,4,Growing
12799,0,345,345,219.35,1,219.35,219.35,15,15.0,0.0,1,0.0,Japan,0,0.0,0,1.0,19,0.1252101376652717,False,Mid Spend,850.75,106.5225246187299,212.4629589389968,1,At-Risk
12800,1,286,492,152.92,2,500.25,250.125,30,16.0,0.0,0,0.0,Portugal,0,0.0,0,0.5813008130081301,28,0.2276083499193191,False,Low Spend,402.12,91.5258696695566,182.55159797479868,2,Low Value
12801,0,316,316,871.82,1,871.82,871.82,49,49.0,0.0,1,0.5,Sweden,0,0.0,0,1.0,33,0.3431476712226867,False,High Spend,2866.18,983.5229923050401,1961.6715420291785,4,Growing
12802,4,2,379,368.0425,5,2186.42,437.284,106,26.2,110.63152052346264,0,0.125,Netherlands,0,0.0,0,0.0052770448548812,24,0.7663049459457397,False,High Spend,2866.18,2196.36790997076,4380.733809504522,8,High Value
12803,0,209,209,1017.81,1,1017.81,1017.81,54,54.0,0.0,1,0.0,Netherlands,0,0.0,0,1.0,24,0.3515550255775451,True,High Spend,2866.18,1007.6199832098481,2009.7338462928665,4,Growing
12804,1,281,316,147.09,2,325.37,162.685,60,31.5,0.0,0,0.0,Netherlands,0,0.0,0,0.8892405063291139,24,0.2860002249479293,True,Low Spend,402.12,115.00641045606133,229.38437058176166,3,Low Value
12805,3,197,490,331.48333333333335,4,1230.95,307.7375,43,13.5,27.53785273643051,0,0.0,Netherlands,0,0.0,0,0.4020408163265306,24,0.5058469951152802,True,Mid Spend,850.75,430.3493310943246,858.3470264996092,6,Growing
12806,1,388,404,1489.46,2,2558.96,1279.48,56,32.0,0.0,0,0.0,Netherlands,0,0.0,0,0.9603960396039604,24,0.3400700390338897,False,High Spend,2866.18,974.701944478154,1944.0776488225476,3,Growing
12807,0,199,199,250.35,1,250.35,250.35,15,15.0,0.0,1,0.6666666666666666,Sweden,0,0.0,0,1.0,33,0.3431126415729523,False,Mid Spend,850.75,291.90307981818916,582.2110608395576,4,Low Value
12808,3,0,278,118.91666666666669,4,546.4000000000001,136.60000000000002,34,8.5,81.74554014338234,0,0.0,Portugal,1,202.3,1,0.0,28,0.6031873822212219,False,Low Spend,402.12,242.55371013879775,483.7819901675474,7,Low Value
12809,1,381,463,464.95,2,979.03,489.515,51,27.0,0.0,0,0.6666666666666666,Portugal,1,405.31,1,0.8228941684665226,28,0.3400700390338897,False,High Spend,2866.18,974.701944478154,1944.0776488225476,3,Growing
12810,1,350,492,375.33,2,534.99,267.495,32,16.0,0.0,0,0.0,Japan,0,0.0,0,0.7113821138211383,19,0.2281746089458465,False,High Spend,2866.18,653.9895006684063,1304.405288218406,2,Growing
12811,3,77,243,222.3166666666667,4,893.9000000000001,223.475,46,12.75,36.460023770334175,0,0.0,Portugal,0,0.0,0,0.3168724279835391,28,0.688223683834076,False,Mid Spend,850.75,585.5062990218402,1167.8131100708833,8,Growing
12813,2,317,509,697.8,3,1621.8000000000002,540.6,36,14.0,26.87005768508881,0,0.0,Netherlands,0,0.0,0,0.6227897838899804,24,0.3387036204338073,False,High Spend,2866.18,970.7855428149697,1936.2662465981637,3,Growing
12815,0,14,14,495.36,1,495.36,495.36,30,30.0,0.0,1,0.0,Poland,1,368.1,1,1.0,27,0.5744665861129761,False,High Spend,2866.18,1646.5246397852898,3284.051877167381,7,High Value
12817,2,97,250,207.69,3,570.98,190.32666666666668,15,7.333333333333333,59.39696961966999,0,0.0,Austria,0,0.0,0,0.388,1,0.5494196057319641,False,Mid Spend,850.75,467.4187295764685,932.2832584448688,6,Growing
12818,0,77,77,1182.0800000000002,1,1182.0800000000002,1182.0800000000002,13,13.0,0.0,1,0.0,Austria,0,0.0,0,1.0,1,0.3981205523014068,False,High Spend,2866.18,1141.0851645952462,2275.9348911325947,5,Growing
12819,0,274,274,540.52,1,540.52,540.52,19,19.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.2304760009050369,False,High Spend,2866.18,660.5857042739987,1317.561650601145,2,Growing
12820,7,142,550,252.76285714285711,8,1917.64,239.705,91,13.875,27.57241547703239,0,0.2,United Kingdom,3,771.88,1,0.2581818181818182,38,0.6902589797973633,False,Mid Spend,850.75,587.2378270626068,1171.2667042505545,8,Growing
12821,1,30,427,92.72,2,220.8,110.4,13,6.5,0.0,0,0.0,United Kingdom,0,0.0,0,0.0702576112412178,38,0.3725583732128143,False,Low Spend,402.12,149.8131730363369,298.807694853896,4,Low Value
12823,15,70,495,354.6666666666667,16,5736.5,358.53125,1,1.0,27.10947822300919,0,0.0,United Kingdom,2,765.0,1,0.1414141414141414,38,0.9263611197471618,False,High Spend,2866.18,2655.11771419692,5295.726588425551,9,High Value
12825,1,337,457,303.8,2,518.63,259.315,20,12.0,0.0,0,0.0,United Kingdom,0,0.0,0,0.737417943107221,38,0.2185392886400222,False,Mid Spend,850.75,185.92229981049888,370.82863076957426,2,Low Value
12826,7,132,537,223.56142857142856,8,2023.13,252.89125,82,14.375,69.81847210888424,0,0.2,United Kingdom,4,777.62,1,0.2458100558659217,38,0.6564993500709534,True,Mid Spend,850.75,558.5168220728636,1113.981639653526,7,Growing
12829,2,152,366,146.5,3,385.3,128.43333333333334,17,6.333333333333333,117.37972567696688,0,0.25,United Kingdom,0,0.0,0,0.4153005464480874,38,0.4626278817653656,False,Low Spend,402.12,186.03192381548882,371.04727974127553,5,Low Value
12831,2,78,279,152.255,3,451.11,150.37,16,7.333333333333333,141.4213562373095,0,0.0,United Kingdom,0,0.0,0,0.2795698924731182,38,0.4980372905731201,False,Low Spend,402.12,200.27075528526305,399.4471348585848,6,Low Value
12834,0,98,98,312.38,1,312.38,312.38,18,18.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.4138577282428741,False,Mid Spend,850.75,352.0894623026251,702.254938472449,5,Growing
12835,40,243,552,142.7935,41,5996.83,146.2641463414634,138,14.804878048780488,5.356460273974471,0,0.1632653061224489,United Kingdom,0,0.0,0,0.4402173913043478,38,0.4161292672157287,False,Low Spend,402.12,167.33390093278882,333.75340896430555,5,Low Value
12836,12,35,554,433.56666666666666,13,5610.77,431.59769230769234,243,25.76923076923077,24.584270654960736,0,0.1333333333333333,United Kingdom,2,948.96,1,0.0631768953068592,38,0.9842424154281616,False,High Spend,2866.18,2821.0159262518882,5626.616464928629,10,High Value
