user_id,frequency,recency,T,monetary_value,total_orders,total_spend,avg_order_value,unique_products,avg_basket_size,interpurchase_std,is_one_time_buyer,cancellation_rate,country,actual_holdout_transactions,actual_holdout_revenue,purchased_in_holdout
13995,9,61,537,297.22999999999996,10,2818.77,281.877,117,16.1,33.715723334966434,0,0.2857142857142857,United Kingdom,4,1083.24,1
13996,1,202,215,403.38,2,845.76,422.88,28,16.0,0.0,0,0.0,United Kingdom,0,0.0,0
13997,2,335,366,116.455,3,376.46000000000004,125.48666666666668,36,14.666666666666666,21.920310216782973,0,0.0,United Kingdom,0,0.0,0
13998,2,262,392,151.32500000000002,3,566.7,188.9,30,10.333333333333334,0.7071067811865476,0,0.0,United Kingdom,0,0.0,0
13999,20,30,550,324.836,21,6847.27,326.0604761904762,147,15.714285714285714,14.816331671858805,0,0.16,United Kingdom,8,2654.9900000000002,1
14000,4,27,553,463.58500000000004,5,2046.3400000000001,409.26800000000003,28,9.8,53.5062301668382,0,0.375,United Kingdom,0,0.0,0
14001,7,48,309,427.7628571428571,8,3494.91,436.86375,48,11.0,46.405562064004684,0,0.0,United Kingdom,1,733.94,1
14003,0,548,548,209.41,1,209.41,209.41,16,16.0,0.0,1,0.0,United Kingdom,0,0.0,0
14004,4,104,251,442.16999999999996,5,2575.83,515.1659999999999,69,19.8,49.16299421312742,0,0.0,United Kingdom,6,3682.62,1
14005,0,31,31,187.16,1,187.16,187.16,14,14.0,0.0,1,0.0,United Kingdom,4,2687.56,1
14006,5,57,468,313.18199999999996,6,1896.57,316.09499999999997,53,11.166666666666666,76.58655234439007,0,0.0,United Kingdom,1,300.1,1
14007,0,328,328,79.48,1,79.48,79.48,5,5.0,0.0,1,0.0,United Kingdom,0,0.0,0
14008,0,248,248,509.04,1,509.04,509.04,32,32.0,0.0,1,0.5,United Kingdom,0,0.0,0
14009,2,14,278,347.805,3,1099.91,366.6366666666667,71,24.666666666666668,176.7766952966369,0,0.25,United Kingdom,0,0.0,0
14010,1,381,381,94.05,2,445.15,222.575,20,11.5,0.0,0,0.3333333333333333,United Kingdom,0,0.0,0
14011,1,296,423,165.48000000000002,2,457.82,228.91,32,16.0,0.0,0,0.3333333333333333,United Kingdom,0,0.0,0
14012,0,93,93,328.8,1,328.8,328.8,11,11.0,0.0,1,0.0,United Kingdom,0,0.0,0
14013,2,91,439,277.925,3,730.05,243.35,35,14.0,98.2878425849301,0,0.25,United Kingdom,2,354.52,1
14014,1,192,392,1166.37,2,1443.0299999999997,721.5149999999999,37,18.5,0.0,0,0.0,United Kingdom,1,505.18,1
14016,9,23,516,1015.1522222222221,10,10326.83,1032.683,323,40.1,24.422212112018936,0,0.09090909090909091,EIRE,1,976.58,1
14017,0,387,387,229.75,1,229.75,229.75,14,14.0,0.0,1,0.0,United Kingdom,0,0.0,0
14018,0,461,461,367.15000000000003,1,367.15000000000003,367.15000000000003,13,13.0,0.0,1,0.0,United Kingdom,0,0.0,0
14020,1,292,345,301.53,2,606.21,303.105,29,16.5,0.0,0,0.3333333333333333,United Kingdom,2,642.8,1
14021,5,27,408,257.058,6,1586.38,264.3966666666667,80,14.333333333333334,38.33144922905994,0,0.0,United Kingdom,1,130.2,1
14022,1,41,302,440.0,2,792.1500000000001,396.07500000000005,45,23.5,0.0,0,0.0,United Kingdom,0,0.0,0
14023,0,66,66,273.14,1,273.14,273.14,16,16.0,0.0,1,0.0,United Kingdom,1,310.93,1
14024,0,206,206,318.04,1,318.04,318.04,18,18.0,0.0,1,0.0,United Kingdom,2,327.7,1
14025,7,280,399,546.35,8,4057.9,507.2375,60,12.25,12.54136014496491,0,0.2,United Kingdom,0,0.0,0
14026,1,286,441,326.58,2,713.11,356.555,43,25.0,0.0,0,0.0,United Kingdom,0,0.0,0
14028,2,366,366,3393.0,3,10396.5,3465.5,3,3.0,0.0,0,0.4,United Kingdom,0,0.0,0
14030,16,59,545,375.571875,17,6597.98,388.11647058823525,522,41.411764705882355,40.46706479760218,0,0.10526315789473684,United Kingdom,3,923.82,1
14031,35,12,552,775.1734285714286,36,29637.21,823.2558333333333,244,17.444444444444443,11.040034100544094,0,0.21739130434782608,United Kingdom,8,9382.300000000001,1
14032,9,22,541,310.7877777777778,10,3106.39,310.639,68,17.0,65.24143196193998,0,0.4117647058823529,United Kingdom,6,1440.02,1
14033,0,371,371,109.44,1,109.44,109.44,1,1.0,0.0,1,0.0,United Kingdom,0,0.0,0
14035,5,83,428,374.10999999999996,6,2067.31,344.5516666666667,47,16.333333333333332,42.75160815688692,0,0.25,United Kingdom,3,727.44,1
14036,0,100,100,626.65,1,626.65,626.65,38,38.0,0.0,1,0.0,United Kingdom,0,0.0,0
14037,4,180,548,145.805,5,801.55,160.31,95,22.4,59.85746959792626,0,0.16666666666666666,United Kingdom,1,35.400000000000006,1
14038,2,23,489,760.635,3,2225.82,741.94,87,38.0,61.518289963229634,0,0.5,United Kingdom,2,844.0600000000001,1
14039,0,391,391,115.08000000000001,1,115.08000000000001,115.08000000000001,4,4.0,0.0,1,0.0,United Kingdom,1,152.2,1
14040,27,31,554,361.8014814814815,28,10401.97,371.49892857142856,298,22.857142857142858,15.975765121742096,0,0.125,United Kingdom,7,2121.84,1
14041,0,82,82,141.41,1,141.41,141.41,21,21.0,0.0,1,0.0,United Kingdom,0,0.0,0
14042,0,541,541,431.98,1,431.98,431.98,21,21.0,0.0,1,0.0,United Kingdom,0,0.0,0
14043,1,307,545,138.29,2,302.6,151.3,37,19.5,0.0,0,0.3333333333333333,United Kingdom,0,0.0,0
14044,6,125,500,393.6233333333334,7,2597.9700000000003,371.1385714285715,464,94.14285714285714,39.443208118339804,0,0.125,United Kingdom,3,475.98,1
14045,14,153,516,727.3307142857142,15,10578.63,705.242,16,2.4,21.460543913306232,0,0.16666666666666666,United Kingdom,1,408.0,1
14046,0,100,100,151.59,1,151.59,151.59,13,13.0,0.0,1,0.0,United Kingdom,0,0.0,0
14047,11,15,492,251.5618181818182,12,3295.42,274.61833333333334,88,11.5,43.5270031130102,0,0.29411764705882354,United Kingdom,2,672.69,1
14048,2,121,198,224.94,3,748.69,249.56333333333336,126,46.0,54.44722215136416,0,0.25,United Kingdom,0,0.0,0
14049,10,16,433,960.064,11,10462.49,951.1354545454545,465,75.27272727272727,36.410621161047686,0,0.26666666666666666,United Kingdom,2,2560.91,1
14051,24,29,552,461.72958333333344,25,11994.07,479.76279999999997,74,8.0,21.40393943152535,0,0.16666666666666666,United Kingdom,11,8573.01,1
14052,0,206,206,241.3,1,241.3,241.3,65,65.0,0.0,1,0.0,United Kingdom,1,225.36,1
14053,1,213,302,141.25,2,312.05,156.025,3,2.5,0.0,0,0.0,United Kingdom,2,260.25,1
14055,1,393,539,521.0,2,795.3199999999999,397.65999999999997,23,11.5,0.0,0,0.0,United Kingdom,1,725.6400000000001,1
14056,10,0,100,307.146,11,3653.83,332.16636363636366,238,44.27272727272727,5.212165257037297,0,0.08333333333333333,United Kingdom,12,4498.88,1
14057,12,15,552,390.47416666666663,13,4805.23,369.6330769230769,194,24.307692307692307,41.12094135816711,0,0.07142857142857142,United Kingdom,9,3541.43,1
14058,1,278,346,147.96,2,469.19000000000005,234.59500000000003,23,12.0,0.0,0,0.0,United Kingdom,0,0.0,0
14059,0,82,82,183.6,1,183.6,183.6,8,8.0,0.0,1,0.0,United Kingdom,0,0.0,0
14060,20,21,454,277.3585,21,5714.92,272.13904761904763,72,6.9523809523809526,17.79591910641609,0,0.045454545454545456,United Kingdom,9,3183.32,1
14061,2,323,554,271.5,3,917.4300000000001,305.81,17,6.333333333333333,143.54267658086914,0,0.0,United Kingdom,0,0.0,0
14062,17,55,545,1122.46,18,19955.43,1108.635,136,16.5,26.951617871332935,0,0.14285714285714285,United Kingdom,6,5630.22,1
14063,6,502,547,1169.8233333333333,7,9471.5,1353.0714285714287,29,5.428571428571429,4.898979485566356,0,0.3076923076923077,United Kingdom,0,0.0,0
14064,12,27,503,196.32583333333332,13,2768.06,212.9276923076923,100,13.538461538461538,41.09440351191388,0,0.2777777777777778,United Kingdom,2,492.18,1
14065,2,205,247,290.075,3,891.02,297.00666666666666,42,16.333333333333332,0.0,0,0.25,United Kingdom,0,0.0,0
14066,0,82,82,152.55,1,152.55,152.55,7,7.0,0.0,1,0.0,United Kingdom,0,0.0,0
14068,3,136,493,342.98333333333335,4,1516.72,379.18,93,26.25,142.5704504213034,0,0.2,United Kingdom,0,0.0,0
14069,1,330,377,110.44,2,225.81,112.905,37,20.5,0.0,0,0.0,United Kingdom,0,0.0,0
14070,0,500,500,321.6,1,321.6,321.6,40,40.0,0.0,1,0.0,United Kingdom,0,0.0,0
14071,1,76,80,131.41,2,356.81,178.405,22,14.5,0.0,0,0.3333333333333333,United Kingdom,6,1065.94,1
14072,0,482,482,390.85,1,390.85,390.85,19,19.0,0.0,1,0.0,United Kingdom,0,0.0,0
14074,0,439,439,219.39999999999998,1,219.39999999999998,219.39999999999998,6,6.0,0.0,1,0.0,United Kingdom,0,0.0,0
14075,2,77,286,365.57000000000005,3,1090.53,363.51,47,18.333333333333332,53.74011537017761,0,0.0,United Kingdom,2,634.34,1
14077,2,41,211,99.805,3,315.27,105.08999999999999,35,13.333333333333334,50.91168824543142,0,0.0,United Kingdom,3,299.81,1
14078,7,0,437,138.21999999999997,8,1330.36,166.295,97,16.5,34.477045503735766,0,0.0,United Kingdom,1,221.46,1
14079,0,498,498,243.63,1,243.63,243.63,1,1.0,0.0,1,0.0,United Kingdom,1,375.1,1
14080,3,229,553,278.40333333333336,4,1070.08,267.52,70,19.75,104.64384039843593,0,0.2,United Kingdom,1,45.599999999999994,1
14081,9,118,545,453.2944444444445,10,4867.57,486.75699999999995,465,81.5,58.518752929675834,0,0.375,United Kingdom,0,0.0,0
14082,1,180,208,182.25,2,413.36,206.68,48,32.0,0.0,0,0.0,United Kingdom,0,0.0,0
14083,6,15,537,81.51,7,553.23,79.03285714285714,96,14.571428571428571,78.12724663436353,0,0.0,United Kingdom,4,528.96,1
14084,0,328,328,150.5,1,150.5,150.5,7,7.0,0.0,1,0.0,United Kingdom,0,0.0,0
14085,23,14,547,333.2652173913043,24,8069.54,336.23083333333335,430,36.291666666666664,20.82602506860353,0,0.038461538461538464,United Kingdom,8,1636.13,1
14086,0,278,278,39.95,1,39.95,39.95,1,1.0,0.0,1,0.0,United Kingdom,0,0.0,0
14087,1,220,551,402.56,2,638.0,319.0,126,68.5,0.0,0,0.3333333333333333,United Kingdom,1,191.47,1
14088,5,6,237,3240.938,6,28899.829999999998,4816.638333333333,240,45.833333333333336,59.36328831862332,0,0.3333333333333333,United Kingdom,10,35136.97,1
14090,0,140,140,76.32000000000001,1,76.32000000000001,76.32000000000001,1,1.0,0.0,1,0.0,United Kingdom,0,0.0,0
14091,1,470,514,4010.08,2,9530.08,4765.04,13,6.5,0.0,0,0.0,United Kingdom,0,0.0,0
14092,15,12,539,320.9206666666667,16,4950.01,309.375625,134,16.5,15.809882382623247,0,0.1111111111111111,United Kingdom,8,2279.44,1
14094,0,255,255,311.77,1,311.77,311.77,41,41.0,0.0,1,0.5,United Kingdom,0,0.0,0
14095,0,538,538,2.95,1,2.95,2.95,1,1.0,0.0,1,0.0,United Kingdom,0,0.0,0
14097,1,297,461,290.86,2,422.86,211.43,39,20.0,0.0,0,0.0,United Kingdom,0,0.0,0
14099,13,34,545,275.67,14,3968.2,283.4428571428571,224,28.214285714285715,19.031350653390515,0,0.06666666666666667,United Kingdom,6,1782.71,1
14101,10,13,437,748.781,11,8144.53,740.4118181818181,19,7.2727272727272725,18.571483516402235,0,0.08333333333333333,United Kingdom,2,1817.4,1
14104,2,205,376,182.925,3,524.3199999999999,174.7733333333333,99,35.666666666666664,103.94469683442249,0,0.0,United Kingdom,2,216.20999999999998,1
14105,4,55,537,1335.6325,5,5988.83,1197.766,200,55.8,66.33752080585064,0,0.375,United Kingdom,0,0.0,0
14106,0,553,553,214.79999999999998,1,214.79999999999998,214.79999999999998,1,1.0,0.0,1,0.0,United Kingdom,0,0.0,0
14107,7,36,546,497.9842857142857,8,3649.15,456.14375,89,23.125,38.13946837095462,0,0.2,United Kingdom,3,1228.15,1
14108,1,547,554,194.75,2,447.05,223.525,18,9.0,0.0,0,0.0,United Kingdom,2,597.91,1
14110,22,36,554,396.4209090909091,23,9006.32,391.5791304347826,148,13.26086956521739,34.44843690495703,0,0.08,United Kingdom,10,3981.63,1
14111,0,57,57,94.2,1,94.2,94.2,2,2.0,0.0,1,0.0,United Kingdom,3,598.65,1
14112,8,19,470,379.79875,9,4071.94,452.4377777777778,160,26.333333333333332,60.09991680526688,0,0.55,United Kingdom,4,1762.65,1
14113,12,170,547,425.42083333333335,13,5685.6900000000005,437.3607692307693,58,6.923076923076923,32.617503202291786,0,0.5185185185185185,United Kingdom,3,1406.92,1
14114,6,89,422,175.05666666666664,7,1364.09,194.86999999999998,72,10.571428571428571,29.775269380253587,0,0.0,United Kingdom,0,0.0,0
14115,1,317,482,504.87,2,622.6700000000001,311.33500000000004,22,11.0,0.0,0,0.0,United Kingdom,0,0.0,0
14118,0,244,244,458.45,1,458.45,458.45,15,15.0,0.0,1,0.0,United Kingdom,0,0.0,0
14119,1,191,534,116.89,2,183.37,91.685,11,5.5,0.0,0,0.3333333333333333,United Kingdom,0,0.0,0
14122,2,222,553,136.36,3,362.42,120.80666666666667,12,4.333333333333333,222.03152929257593,0,0.4,United Kingdom,0,0.0,0
14123,0,549,549,436.18,1,436.18,436.18,24,24.0,0.0,1,0.0,United Kingdom,0,0.0,0
14126,0,260,260,466.33000000000004,1,466.33000000000004,466.33000000000004,28,28.0,0.0,1,0.0,United Kingdom,3,706.1300000000001,1
14127,4,72,241,289.87,5,1642.6000000000001,328.52000000000004,88,20.4,23.79775899813538,0,0.0,United Kingdom,1,257.48,1
14128,1,71,367,305.54,2,592.25,296.125,34,20.5,0.0,0,0.3333333333333333,United Kingdom,1,331.96,1
14129,4,76,395,354.115,5,1826.3799999999999,365.27599999999995,37,14.6,44.609416046390926,0,0.0,United Kingdom,4,764.96,1
14130,3,135,544,506.3,4,1858.77,464.6925,189,54.75,151.11695250147594,0,0.0,United Kingdom,0,0.0,0
14131,0,464,464,168.22,1,168.22,168.22,45,45.0,0.0,1,0.0,United Kingdom,0,0.0,0
14133,1,131,549,318.0,2,623.5,311.75,24,12.0,0.0,0,0.5,United Kingdom,2,287.64,1
14134,14,198,545,747.2992857142857,15,11123.35,741.5566666666667,130,12.0,27.088783616142635,0,0.0,United Kingdom,0,0.0,0
14135,17,2,553,344.1482352941176,18,6590.82,366.15666666666664,115,9.666666666666666,35.1416252260679,0,0.05263157894736842,United Kingdom,6,2248.85,1
14136,4,216,547,317.00750000000005,5,1570.8100000000002,314.16200000000003,86,21.2,52.462685151766046,0,0.2857142857142857,United Kingdom,0,0.0,0
14137,0,511,511,332.7,1,332.7,332.7,11,11.0,0.0,1,0.5,United Kingdom,0,0.0,0
14139,2,306,358,163.32999999999998,3,670.98,223.66,29,14.333333333333334,14.142135623730951,0,0.0,United Kingdom,1,415.82,1
14142,1,189,462,311.81,2,671.34,335.67,42,22.0,0.0,0,0.5,United Kingdom,0,0.0,0
14144,0,302,302,30.599999999999998,1,30.599999999999998,30.599999999999998,1,1.0,0.0,1,0.0,United Kingdom,0,0.0,0
14145,3,33,426,1200.95,4,4986.45,1246.6125,11,4.5,96.43823584726823,0,0.0,United Kingdom,3,2613.6,1
14146,8,70,511,801.765,9,7163.03,795.8922222222222,248,34.55555555555556,63.603122115641014,0,0.1,United Kingdom,3,2287.27,1
14147,7,101,456,291.62857142857143,8,2289.6,286.2,23,3.375,52.315435216623804,0,0.2,United Kingdom,1,300.6,1
14148,1,49,230,157.2,2,466.29,233.145,15,8.5,0.0,0,0.0,United Kingdom,0,0.0,0
14149,0,36,36,446.62,1,446.62,446.62,28,28.0,0.0,1,0.6666666666666666,United Kingdom,0,0.0,0
14150,0,175,175,306.18,1,306.18,306.18,12,12.0,0.0,1,0.0,United Kingdom,1,352.46000000000004,1
14151,1,489,532,327.4,2,679.45,339.725,44,22.0,0.0,0,0.3333333333333333,United Kingdom,0,0.0,0
14152,5,50,475,277.84999999999997,6,1690.56,281.76,90,18.833333333333332,71.00915433942303,0,0.25,United Kingdom,1,306.78000000000003,1
14153,0,299,299,233.4,1,233.4,233.4,17,17.0,0.0,1,0.0,United Kingdom,0,0.0,0
14154,7,55,511,847.1942857142857,8,6460.7,807.5875,236,36.5,70.93994777610278,0,0.2,United Kingdom,0,0.0,0
14155,0,82,82,118.75,1,118.75,118.75,6,6.0,0.0,1,0.0,United Kingdom,0,0.0,0
14156,114,2,554,2027.7626315789473,115,231749.44,2015.2125217391304,1228,27.591304347826085,6.018866214211779,0,0.24050632911392406,EIRE,35,71859.73,1
14157,3,101,462,223.3766666666667,4,822.98,205.745,68,18.5,101.49055785309949,0,0.2,United Kingdom,1,155.71,1
14159,11,3,552,357.18909090909096,12,4322.73,360.22749999999996,481,76.5,39.79287282005067,0,0.14285714285714285,United Kingdom,8,3526.85,1
14160,6,426,514,794.515,7,8421.470000000001,1203.067142857143,80,15.285714285714286,2.4289915602982237,0,0.0,United Kingdom,0,0.0,0
14161,6,31,542,415.29999999999995,7,2996.93,428.1328571428571,202,38.57142857142857,34.361315457939035,0,0.0,United Kingdom,0,0.0,0
14162,0,108,108,177.68,1,177.68,177.68,13,13.0,0.0,1,0.0,United Kingdom,1,111.68,1
14163,2,15,278,374.895,3,898.5,299.5,26,10.333333333333334,130.10764773832474,0,0.0,United Kingdom,2,1696.12,1
14165,0,91,91,120.44,1,120.44,120.44,23,23.0,0.0,1,0.0,United Kingdom,0,0.0,0
14166,1,321,442,141.15,2,251.15,125.575,39,25.0,0.0,0,0.0,United Kingdom,0,0.0,0
14167,5,79,497,163.75,6,970.7,161.78333333333333,41,14.0,29.558416737031095,0,0.0,United Kingdom,2,303.59,1
14168,1,236,380,67.5,2,370.45,185.225,11,7.5,0.0,0,0.3333333333333333,United Kingdom,0,0.0,0
14169,1,246,260,145.2,2,613.11,306.555,49,29.5,0.0,0,0.0,United Kingdom,0,0.0,0
14170,2,191,211,210.65499999999997,3,570.18,190.05999999999997,123,47.333333333333336,5.656854249492381,0,0.0,United Kingdom,0,0.0,0
14171,0,546,546,135.0,1,135.0,135.0,6,6.0,0.0,1,0.0,United Kingdom,1,363.79,1
14172,2,421,458,124.33500000000001,3,369.02,123.00666666666666,38,14.666666666666666,20.506096654409877,0,0.25,United Kingdom,0,0.0,0
14173,2,35,546,112.80000000000001,3,249.2,83.06666666666666,13,5.0,235.46655813512032,0,0.25,United Kingdom,3,336.8,1
14175,5,145,443,785.4399999999999,6,4779.16,796.5266666666666,136,33.0,18.01388353465182,0,0.5384615384615384,United Kingdom,2,2899.72,1
14176,4,113,197,144.225,5,756.46,151.292,33,7.4,17.59734828508735,0,0.16666666666666666,United Kingdom,0,0.0,0
14177,8,197,467,178.73625,9,1660.23,184.47,118,17.88888888888889,51.90083263851774,0,0.0,United Kingdom,4,549.46,1
14180,23,1,364,206.5565217391304,24,4802.6,200.10833333333335,110,9.5,9.819316286382458,0,0.2727272727272727,United Kingdom,9,1314.9,1
14181,1,226,378,94.45,2,308.35,154.175,48,26.0,0.0,0,0.0,United Kingdom,0,0.0,0
14182,3,259,412,173.82333333333335,4,678.77,169.6925,42,12.5,15.56705923844749,0,0.2,United Kingdom,0,0.0,0
14183,1,227,297,138.76,2,278.34000000000003,139.17000000000002,27,16.5,0.0,0,0.0,United Kingdom,0,0.0,0
14185,0,147,147,197.65,1,197.65,197.65,3,3.0,0.0,1,0.0,United Kingdom,0,0.0,0
14186,4,243,460,336.5725,5,1550.63,310.12600000000003,75,20.8,27.801378862687127,0,0.0,United Kingdom,0,0.0,0
14187,0,289,289,123.5,1,123.5,123.5,8,8.0,0.0,1,0.0,United Kingdom,0,0.0,0
14188,1,30,126,362.9,2,760.9,380.45,17,11.5,0.0,0,0.0,United Kingdom,4,1293.46,1
14189,8,16,204,269.50875,9,3005.14,333.90444444444444,118,17.88888888888889,10.583005244258363,0,0.3076923076923077,United Kingdom,7,2498.01,1
14190,0,482,482,79.9,1,79.9,79.9,1,1.0,0.0,1,0.0,United Kingdom,0,0.0,0
14191,4,0,544,225.925,5,919.6,183.92000000000002,30,8.4,151.29331335742063,0,0.2857142857142857,United Kingdom,10,3898.06,1
14192,0,204,204,293.74,1,293.74,293.74,14,14.0,0.0,1,0.0,United Kingdom,0,0.0,0
14193,1,85,212,422.53999999999996,2,779.3399999999999,389.66999999999996,39,22.5,0.0,0,0.0,United Kingdom,1,430.85,1
14194,21,12,518,478.05333333333346,22,10728.94,487.6790909090909,344,25.863636363636363,25.68323522122109,0,0.3333333333333333,United Kingdom,14,7941.650000000001,1
14195,5,17,450,361.68,6,2615.6,435.93333333333334,10,2.6666666666666665,76.13277874870981,0,0.4,United Kingdom,0,0.0,0
14197,0,226,226,390.05,1,390.05,390.05,20,20.0,0.0,1,0.0,United Kingdom,0,0.0,0
14198,5,55,519,183.276,6,1051.63,175.27166666666668,41,10.666666666666666,47.31595925266654,0,0.25,United Kingdom,3,518.1,1
14199,3,34,346,290.34999999999997,4,1091.6999999999998,272.92499999999995,15,4.5,97.72580689527885,0,0.3333333333333333,United Kingdom,0,0.0,0
14200,0,433,433,379.2,1,379.2,379.2,21,21.0,0.0,1,0.0,United Kingdom,0,0.0,0
14201,6,2,404,112.54166666666669,7,857.2,122.45714285714287,32,5.428571428571429,61.4288205975013,0,0.2222222222222222,United Kingdom,3,336.34,1
14202,2,197,440,303.28,3,847.76,282.58666666666664,27,9.666666666666666,75.66042558696059,0,0.0,United Kingdom,0,0.0,0
14203,0,213,213,339.34,1,339.34,339.34,16,16.0,0.0,1,0.0,United Kingdom,0,0.0,0
14204,2,238,553,251.475,3,874.22,291.4066666666667,158,59.666666666666664,62.22539674441618,0,0.0,United Kingdom,1,150.61,1
14205,7,80,458,276.82142857142856,8,2170.4,271.3,70,14.125,41.10092108804515,0,0.2,United Kingdom,1,243.8,1
14206,2,55,218,321.28,3,1185.0099999999998,395.0033333333333,62,23.666666666666668,94.75230867899737,0,0.4,United Kingdom,0,0.0,0
14207,0,503,503,157.8,1,157.8,157.8,2,2.0,0.0,1,0.0,United Kingdom,0,0.0,0
14208,0,367,367,415.31,1,415.31,415.31,25,25.0,0.0,1,0.0,United Kingdom,1,151.74,1
14209,11,29,502,340.5490909090909,12,4002.99,333.5825,125,16.416666666666668,16.237442700577745,0,0.25,United Kingdom,3,990.28,1
14210,14,13,518,330.1764285714286,15,5250.38,350.0253333333333,141,19.866666666666667,20.853360337428533,0,0.21052631578947367,United Kingdom,1,306.19,1
14211,13,23,546,221.7907692307692,14,3071.08,219.36285714285714,117,12.571428571428571,37.61239566542269,0,0.3333333333333333,United Kingdom,4,1331.21,1
14212,0,261,261,1119.6599999999999,1,1119.6599999999999,1119.6599999999999,12,12.0,0.0,1,0.0,United Kingdom,1,1070.48,1
14213,0,220,220,1192.2,1,1192.2,1192.2,5,5.0,0.0,1,0.5,United Kingdom,0,0.0,0
14214,0,93,93,638.65,1,638.65,638.65,37,37.0,0.0,1,0.6666666666666666,United Kingdom,4,365.73,1
14215,6,2,547,355.54833333333335,7,2558.88,365.55428571428575,128,20.0,75.31179633142916,0,0.125,United Kingdom,2,691.45,1
14216,0,230,230,310.74,1,310.74,310.74,18,18.0,0.0,1,0.5,United Kingdom,4,1839.3,1
14217,13,0,343,143.55846153846153,14,2282.86,163.0614285714286,95,8.857142857142858,19.101282008257307,0,0.2631578947368421,United Kingdom,9,1015.73,1
14219,1,225,309,148.25,2,543.89,271.945,32,18.0,0.0,0,0.0,United Kingdom,1,89.94,1
14220,3,63,385,402.3666666666666,4,1515.0,378.75,26,9.5,103.53260356042439,0,0.0,United Kingdom,0,0.0,0
14221,11,6,428,390.28363636363633,12,4738.52,394.8766666666667,115,19.583333333333332,44.111223061710724,0,0.14285714285714285,United Kingdom,5,1778.97,1
14223,0,80,80,304.9,1,304.9,304.9,18,18.0,0.0,1,0.5,United Kingdom,2,686.23,1
14224,6,31,360,160.5533333333333,7,1324.05,189.15,167,27.142857142857142,30.638211436048287,0,0.0,United Kingdom,2,517.66,1
14225,3,250,512,462.5233333333333,4,2031.07,507.7675,70,21.25,35.08560958569767,0,0.2,United Kingdom,0,0.0,0
14226,2,26,257,846.0,3,2462.34,820.7800000000001,66,23.666666666666668,80.61017305526642,0,0.5,United Kingdom,3,522.7900000000001,1
14227,11,12,485,452.4263636363637,12,5414.72,451.2266666666667,236,27.916666666666668,50.83860380029763,0,0.3333333333333333,United Kingdom,3,951.44,1
14228,2,253,362,332.225,3,745.5,248.5,38,12.666666666666666,41.71930009000631,0,0.0,United Kingdom,0,0.0,0
14229,5,107,287,283.866,6,1808.97,301.495,37,9.666666666666666,24.602845363900496,0,0.4,United Kingdom,1,785.0699999999999,1
14230,2,251,364,252.15,3,979.8,326.59999999999997,27,11.0,79.19595949289332,0,0.0,United Kingdom,0,0.0,0
14231,2,48,266,308.975,3,927.86,309.2866666666667,56,19.0,74.95331880577403,0,0.25,United Kingdom,1,307.76,1
14232,1,2,80,310.79,2,1003.97,501.985,52,30.5,0.0,0,0.3333333333333333,United Kingdom,3,1044.1,1
14233,5,27,460,395.07000000000005,6,2400.65,400.10833333333335,30,9.666666666666666,56.789083458002736,0,0.25,United Kingdom,1,503.62,1
14235,5,42,435,492.7,6,2837.6800000000003,472.9466666666667,89,19.333333333333332,92.57429448826494,0,0.0,United Kingdom,3,1880.31,1
14236,3,188,321,317.34999999999997,4,1253.78,313.445,29,8.75,13.228756555322953,0,0.3333333333333333,United Kingdom,1,301.56,1
14237,1,189,406,161.0,2,471.14,235.57,26,13.0,0.0,0,0.3333333333333333,United Kingdom,0,0.0,0
14238,2,142,550,137.565,3,434.23,144.74333333333334,13,4.333333333333333,186.67619023324855,0,0.0,United Kingdom,0,0.0,0
14239,15,16,550,202.70733333333334,16,3177.36,198.585,80,10.3125,28.27282053408151,0,0.15789473684210525,United Kingdom,5,1085.81,1
14240,1,41,239,226.85,2,584.0,292.0,26,14.5,0.0,0,0.0,United Kingdom,1,663.49,1
14241,0,512,512,120.0,1,120.0,120.0,2,2.0,0.0,1,0.0,United Kingdom,1,213.70000000000002,1
14242,1,50,141,142.2,2,280.54999999999995,140.27499999999998,13,8.0,0.0,0,0.0,United Kingdom,0,0.0,0
14243,11,61,292,325.6045454545455,12,6142.05,511.83750000000003,214,25.416666666666668,11.860553413425837,0,0.2,United Kingdom,5,1075.7,1
14244,0,476,476,366.41999999999996,1,366.41999999999996,366.41999999999996,16,16.0,0.0,1,0.5,United Kingdom,0,0.0,0
14245,1,35,79,688.35,2,1693.45,846.725,107,54.0,0.0,0,0.5,United Kingdom,0,0.0,0
14246,0,61,61,449.64,1,449.64,449.64,24,24.0,0.0,1,0.0,United Kingdom,2,1024.42,1
14247,4,94,367,142.30249999999998,5,753.56,150.712,82,21.6,43.91184350491334,0,0.16666666666666666,United Kingdom,0,0.0,0
14248,2,134,331,360.485,3,1032.95,344.31666666666666,41,15.666666666666666,60.81118318204309,0,0.0,United Kingdom,0,0.0,0
14249,11,226,495,461.13727272727266,12,5400.46,450.03833333333336,177,21.75,28.50900974014419,0,0.0,United Kingdom,0,0.0,0
14252,0,197,197,350.99,1,350.99,350.99,10,10.0,0.0,1,0.0,United Kingdom,0,0.0,0
14253,1,309,439,158.05,2,363.40000000000003,181.70000000000002,11,6.0,0.0,0,0.0,United Kingdom,0,0.0,0
14254,0,248,248,601.03,1,601.03,601.03,23,23.0,0.0,1,0.0,United Kingdom,0,0.0,0
