user_id,frequency,recency,T,monetary_value,total_orders,total_spend,avg_order_value,unique_products,avg_basket_size,interpurchase_std,is_one_time_buyer,cancellation_rate,country,actual_holdout_transactions,actual_holdout_revenue,purchased_in_holdout,recency_ratio,country_enc,p_purchase,is_test
14156,114,2,554,2027.762631578947,115,231749.44,2015.2125217391304,1228,27.591304347826085,6.018866214211779,0,0.240506329113924,EIRE,35,71859.73,1,0.0036101083032490976,10,0.9808278918266297,False
14157,3,101,462,223.3766666666667,4,822.98,205.745,68,18.5,101.49055785309947,0,0.2,United Kingdom,1,155.71,1,0.21861471861471862,38,0.5785531997680664,False
14159,11,3,552,357.18909090909096,12,4322.73,360.22749999999996,481,76.5,39.79287282005067,0,0.1428571428571428,United Kingdom,8,3526.85,1,0.005434782608695652,38,0.9808278918266297,False
14160,6,426,514,794.515,7,8421.470000000001,1203.067142857143,80,15.285714285714286,2.4289915602982237,0,0.0,United Kingdom,0,0.0,0,0.8287937743190662,38,0.20362104326486588,False
14161,6,31,542,415.2999999999999,7,2996.93,428.1328571428571,202,38.57142857142857,34.361315457939035,0,0.0,United Kingdom,0,0.0,0,0.05719557195571956,38,0.9529938340187073,False
14162,0,108,108,177.68,1,177.68,177.68,13,13.0,0.0,1,0.0,United Kingdom,1,111.68,1,1.0,38,0.3534222662448883,False
14163,2,15,278,374.895,3,898.5,299.5,26,10.333333333333334,130.10764773832474,0,0.0,United Kingdom,2,1696.12,1,0.0539568345323741,38,0.6758522272109986,False
14165,0,91,91,120.44,1,120.44,120.44,23,23.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.30664960145950315,False
14166,1,321,442,141.15,2,251.15,125.575,39,25.0,0.0,0,0.0,United Kingdom,0,0.0,0,0.7262443438914027,38,0.2062476858496666,False
14167,5,79,497,163.75,6,970.7,161.78333333333333,41,14.0,29.558416737031095,0,0.0,United Kingdom,2,303.59,1,0.158953722334004,38,0.7470576405525208,False
14168,1,236,380,67.5,2,370.45,185.225,11,7.5,0.0,0,0.3333333333333333,United Kingdom,0,0.0,0,0.6210526315789474,38,0.4243345081806183,True
14169,1,246,260,145.2,2,613.11,306.555,49,29.5,0.0,0,0.0,United Kingdom,0,0.0,0,0.9461538461538461,38,0.3534222662448883,False
14170,2,191,211,210.65499999999997,3,570.18,190.05999999999997,123,47.333333333333336,5.656854249492381,0,0.0,United Kingdom,0,0.0,0,0.9052132701421801,38,0.47205697894096377,False
14171,0,546,546,135.0,1,135.0,135.0,6,6.0,0.0,1,0.0,United Kingdom,1,363.79,1,1.0,38,0.07130195125937462,False
14172,2,421,458,124.335,3,369.02,123.00666666666666,38,14.666666666666666,20.506096654409877,0,0.25,United Kingdom,0,0.0,0,0.9192139737991266,38,0.21609383970499038,False
14173,2,35,546,112.8,3,249.2,83.06666666666666,13,5.0,235.46655813512032,0,0.25,United Kingdom,3,336.8,1,0.0641025641025641,38,0.4887236475944519,False
14175,5,145,443,785.4399999999999,6,4779.16,796.5266666666666,136,33.0,18.01388353465182,0,0.5384615384615384,United Kingdom,2,2899.72,1,0.327313769751693,38,0.7366132020950318,False
14176,4,113,197,144.225,5,756.46,151.292,33,7.4,17.59734828508735,0,0.1666666666666666,United Kingdom,0,0.0,0,0.5736040609137056,38,0.5568978905677795,False
14177,8,197,467,178.73625,9,1660.23,184.47,118,17.88888888888889,51.90083263851774,0,0.0,United Kingdom,4,549.46,1,0.42184154175588867,38,0.5465178728103638,True
14180,23,1,364,206.5565217391304,24,4802.6,200.10833333333335,110,9.5,9.819316286382458,0,0.2727272727272727,United Kingdom,9,1314.9,1,0.0027472527472527475,38,0.9697167754173279,False
14181,1,226,378,94.45,2,308.35,154.175,48,26.0,0.0,0,0.0,United Kingdom,0,0.0,0,0.5978835978835979,38,0.3952172458171844,False
14182,3,259,412,173.82333333333335,4,678.77,169.6925,42,12.5,15.56705923844749,0,0.2,United Kingdom,0,0.0,0,0.6286407766990292,38,0.46541209816932677,False
14183,1,227,297,138.76,2,278.34000000000003,139.17000000000002,27,16.5,0.0,0,0.0,United Kingdom,0,0.0,0,0.7643097643097643,38,0.33491047024726867,False
14185,0,147,147,197.65,1,197.65,197.65,3,3.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.30664960145950315,False
14186,4,243,460,336.5725,5,1550.63,310.12600000000003,75,20.8,27.801378862687127,0,0.0,United Kingdom,0,0.0,0,0.5282608695652173,38,0.47205697894096377,False
14187,0,289,289,123.5,1,123.5,123.5,8,8.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.10701623782515526,False
14188,1,30,126,362.9,2,760.9,380.45,17,11.5,0.0,0,0.0,United Kingdom,4,1293.46,1,0.23809523809523808,38,0.6758522272109986,False
14189,8,16,204,269.50875,9,3005.14,333.90444444444444,118,17.88888888888889,10.583005244258365,0,0.3076923076923077,United Kingdom,7,2498.01,1,0.0784313725490196,38,0.9808278918266297,False
14190,0,482,482,79.9,1,79.9,79.9,1,1.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.040620157122612,False
14191,4,0,544,225.925,5,919.6,183.92,30,8.4,151.29331335742063,0,0.2857142857142857,United Kingdom,10,3898.06,1,0.0,38,0.6627930641174317,False
14192,0,204,204,293.74,1,293.74,293.74,14,14.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.3534222662448883,False
14193,1,85,212,422.54,2,779.3399999999999,389.67,39,22.5,0.0,0,0.0,United Kingdom,1,430.85,1,0.4009433962264151,38,0.5530517339706421,False
14194,21,12,518,478.05333333333346,22,10728.94,487.6790909090909,344,25.863636363636363,25.68323522122109,0,0.3333333333333333,United Kingdom,14,7941.650000000001,1,0.023166023166023165,38,0.9877280831336975,False
14195,5,17,450,361.68,6,2615.6,435.93333333333334,10,2.6666666666666665,76.13277874870981,0,0.4,United Kingdom,0,0.0,0,0.03777777777777778,38,0.7740586042404175,False
14197,0,226,226,390.05,1,390.05,390.05,20,20.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.3534222662448883,False
14198,5,55,519,183.276,6,1051.63,175.27166666666668,41,10.666666666666666,47.31595925266654,0,0.25,United Kingdom,3,518.1,1,0.10597302504816955,38,0.7310625314712524,False
14199,3,34,346,290.34999999999997,4,1091.6999999999998,272.92499999999995,15,4.5,97.72580689527884,0,0.3333333333333333,United Kingdom,0,0.0,0,0.09826589595375723,38,0.6523092865943909,False
14200,0,433,433,379.2,1,379.2,379.2,21,21.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.0784448079764843,False
14201,6,2,404,112.54166666666669,7,857.2,122.45714285714288,32,5.428571428571429,61.4288205975013,0,0.2222222222222222,United Kingdom,3,336.34,1,0.0049504950495049506,38,0.6512057542800903,False
14202,2,197,440,303.28,3,847.76,282.58666666666664,27,9.666666666666666,75.66042558696059,0,0.0,United Kingdom,0,0.0,0,0.44772727272727275,38,0.4724521517753601,True
14203,0,213,213,339.34,1,339.34,339.34,16,16.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.3272317945957184,False
14204,2,238,553,251.475,3,874.22,291.4066666666667,158,59.666666666666664,62.22539674441618,0,0.0,United Kingdom,1,150.61,1,0.43037974683544306,38,0.4973490834236145,True
14205,7,80,458,276.82142857142856,8,2170.4,271.3,70,14.125,41.10092108804515,0,0.2,United Kingdom,1,243.8,1,0.17467248908296942,38,0.8885340452194214,False
14206,2,55,218,321.28,3,1185.0099999999998,395.0033333333333,62,23.666666666666668,94.75230867899737,0,0.4,United Kingdom,0,0.0,0,0.25229357798165136,38,0.6839763283729553,False
14207,0,503,503,157.8,1,157.8,157.8,2,2.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.05827599093317985,False
14208,0,367,367,415.31,1,415.31,415.31,25,25.0,0.0,1,0.0,United Kingdom,1,151.74,1,1.0,38,0.21609383970499038,True
14209,11,29,502,340.5490909090909,12,4002.99,333.5825,125,16.416666666666668,16.237442700577745,0,0.25,United Kingdom,3,990.28,1,0.05776892430278884,38,0.9882352948188782,False
14210,14,13,518,330.1764285714286,15,5250.38,350.0253333333333,141,19.866666666666667,20.853360337428533,0,0.2105263157894736,United Kingdom,1,306.19,1,0.025096525096525095,38,0.9899999976158143,False
14211,13,23,546,221.7907692307692,14,3071.08,219.3628571428571,117,12.571428571428571,37.61239566542269,0,0.3333333333333333,United Kingdom,4,1331.21,1,0.04212454212454213,38,0.9697167754173279,True
14212,0,261,261,1119.66,1,1119.66,1119.66,12,12.0,0.0,1,0.0,United Kingdom,1,1070.48,1,1.0,38,0.31973805725574495,True
14213,0,220,220,1192.2,1,1192.2,1192.2,5,5.0,0.0,1,0.5,United Kingdom,0,0.0,0,1.0,38,0.3272317945957184,False
14214,0,93,93,638.65,1,638.65,638.65,37,37.0,0.0,1,0.6666666666666666,United Kingdom,4,365.73,1,1.0,38,0.5184373199939728,False
14215,6,2,547,355.54833333333335,7,2558.88,365.55428571428575,128,20.0,75.31179633142916,0,0.125,United Kingdom,2,691.45,1,0.003656307129798903,38,0.8195427894592285,True
14216,0,230,230,310.74,1,310.74,310.74,18,18.0,0.0,1,0.5,United Kingdom,4,1839.3,1,1.0,38,0.3720264554023743,False
14217,13,0,343,143.55846153846153,14,2282.86,163.0614285714286,95,8.857142857142858,19.101282008257307,0,0.2631578947368421,United Kingdom,9,1015.73,1,0.0,38,0.9529938340187073,False
14219,1,225,309,148.25,2,543.89,271.945,32,18.0,0.0,0,0.0,United Kingdom,1,89.94,1,0.7281553398058253,38,0.3534222662448883,True
14220,3,63,385,402.3666666666666,4,1515.0,378.75,26,9.5,103.5326035604244,0,0.0,United Kingdom,0,0.0,0,0.16363636363636364,38,0.6288209438323975,False
14221,11,6,428,390.28363636363633,12,4738.52,394.8766666666667,115,19.583333333333332,44.11122306171072,0,0.1428571428571428,United Kingdom,5,1778.97,1,0.014018691588785047,38,0.9697167754173279,True
14223,0,80,80,304.9,1,304.9,304.9,18,18.0,0.0,1,0.5,United Kingdom,2,686.23,1,1.0,38,0.4243345081806183,True
14224,6,31,360,160.5533333333333,7,1324.05,189.15,167,27.142857142857142,30.638211436048287,0,0.0,United Kingdom,2,517.66,1,0.08611111111111111,38,0.8300189852714539,True
14225,3,250,512,462.5233333333333,4,2031.07,507.7675,70,21.25,35.08560958569767,0,0.2,United Kingdom,0,0.0,0,0.48828125,38,0.4243345081806183,False
14226,2,26,257,846.0,3,2462.34,820.7800000000001,66,23.666666666666668,80.61017305526642,0,0.5,United Kingdom,3,522.7900000000001,1,0.10116731517509728,38,0.7678696274757385,True
14227,11,12,485,452.4263636363637,12,5414.72,451.2266666666667,236,27.916666666666668,50.83860380029763,0,0.3333333333333333,United Kingdom,3,951.44,1,0.024742268041237112,38,0.9529938340187073,False
14228,2,253,362,332.225,3,745.5,248.5,38,12.666666666666666,41.71930009000631,0,0.0,United Kingdom,0,0.0,0,0.6988950276243094,38,0.41202670335769653,False
14229,5,107,287,283.866,6,1808.97,301.495,37,9.666666666666666,24.602845363900496,0,0.4,United Kingdom,1,785.0699999999999,1,0.37282229965156793,38,0.7257591128349304,False
14230,2,251,364,252.15,3,979.8,326.59999999999997,27,11.0,79.19595949289332,0,0.0,United Kingdom,0,0.0,0,0.6895604395604396,38,0.3720264554023743,False
14231,2,48,266,308.975,3,927.86,309.2866666666667,56,19.0,74.95331880577403,0,0.25,United Kingdom,1,307.76,1,0.18045112781954886,38,0.6874395370483398,False
14232,1,2,80,310.79,2,1003.97,501.985,52,30.5,0.0,0,0.3333333333333333,United Kingdom,3,1044.1,1,0.025,38,0.7104158759117126,False
14233,5,27,460,395.0700000000001,6,2400.65,400.10833333333335,30,9.666666666666666,56.789083458002736,0,0.25,United Kingdom,1,503.62,1,0.058695652173913045,38,0.811900520324707,False
14235,5,42,435,492.7,6,2837.6800000000003,472.9466666666667,89,19.333333333333332,92.57429448826494,0,0.0,United Kingdom,3,1880.31,1,0.09655172413793103,38,0.8082873821258545,True
14236,3,188,321,317.34999999999997,4,1253.78,313.445,29,8.75,13.228756555322953,0,0.3333333333333333,United Kingdom,1,301.56,1,0.5856697819314641,38,0.5469730734825134,False
14237,1,189,406,161.0,2,471.14,235.57,26,13.0,0.0,0,0.3333333333333333,United Kingdom,0,0.0,0,0.46551724137931033,38,0.4243345081806183,False
14238,2,142,550,137.565,3,434.23,144.74333333333334,13,4.333333333333333,186.67619023324855,0,0.0,United Kingdom,0,0.0,0,0.2581818181818182,38,0.4517854869365692,False
14239,15,16,550,202.70733333333337,16,3177.36,198.585,80,10.3125,28.27282053408151,0,0.1578947368421052,United Kingdom,5,1085.81,1,0.02909090909090909,38,0.9808278918266297,False
14240,1,41,239,226.85,2,584.0,292.0,26,14.5,0.0,0,0.0,United Kingdom,1,663.49,1,0.17154811715481172,38,0.5903047323226929,False
14241,0,512,512,120.0,1,120.0,120.0,2,2.0,0.0,1,0.0,United Kingdom,1,213.7,1,1.0,38,0.07130195200443268,False
14242,1,50,141,142.2,2,280.54999999999995,140.27499999999998,13,8.0,0.0,0,0.0,United Kingdom,0,0.0,0,0.3546099290780142,38,0.5522362351417541,False
14243,11,61,292,325.6045454545455,12,6142.05,511.8375,214,25.416666666666668,11.860553413425835,0,0.2,United Kingdom,5,1075.7,1,0.2089041095890411,38,0.9664818644523621,False
14244,0,476,476,366.42,1,366.42,366.42,16,16.0,0.0,1,0.5,United Kingdom,0,0.0,0,1.0,38,0.11373892650008202,False
14245,1,35,79,688.35,2,1693.45,846.725,107,54.0,0.0,0,0.5,United Kingdom,0,0.0,0,0.4430379746835443,38,0.7470576405525208,False
14246,0,61,61,449.64,1,449.64,449.64,24,24.0,0.0,1,0.0,United Kingdom,2,1024.42,1,1.0,38,0.49272364377975464,False
14247,4,94,367,142.30249999999998,5,753.56,150.712,82,21.6,43.91184350491334,0,0.1666666666666666,United Kingdom,0,0.0,0,0.2561307901907357,38,0.6593298554420471,True
14248,2,134,331,360.485,3,1032.95,344.31666666666666,41,15.666666666666666,60.81118318204309,0,0.0,United Kingdom,0,0.0,0,0.40483383685800606,38,0.518054872751236,False
14249,11,226,495,461.13727272727266,12,5400.46,450.03833333333336,177,21.75,28.50900974014419,0,0.0,United Kingdom,0,0.0,0,0.45656565656565656,38,0.46541209816932677,False
14252,0,197,197,350.99,1,350.99,350.99,10,10.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.3251613974571228,False
14253,1,309,439,158.05,2,363.4,181.7,11,6.0,0.0,0,0.0,United Kingdom,0,0.0,0,0.7038724373576309,38,0.20362104326486588,False
14254,0,248,248,601.03,1,601.03,601.03,23,23.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.34275559782981874,False
14256,4,76,510,380.1225,5,2460.79,492.158,100,26.6,83.42012147357894,0,0.4444444444444444,United Kingdom,0,0.0,0,0.14901960784313725,38,0.6948984861373901,False
14257,5,0,464,539.196,6,3885.32,647.5533333333334,138,31.666666666666668,43.657759905886145,0,0.0,United Kingdom,3,2069.13,1,0.0,38,0.9427631378173829,False
14258,21,15,551,1225.1514285714286,22,26989.18,1226.780909090909,87,11.636363636363637,14.876155417311288,0,0.2142857142857142,United Kingdom,3,5062.16,1,0.02722323049001815,38,0.9899999976158143,False
14260,2,287,364,142.74,3,824.28,274.76,50,17.0,54.44722215136416,0,0.0,United Kingdom,0,0.0,0,0.7884615384615384,38,0.2886482745409012,True
14262,0,56,56,240.0,1,240.0,240.0,16,16.0,0.0,1,0.0,United Kingdom,7,2378.23,1,1.0,38,0.5373703241348267,False
14263,0,239,239,322.93,1,322.93,322.93,16,16.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.3251613974571228,False
14264,4,61,427,204.12750000000003,5,1299.09,259.818,52,13.4,42.97576836621617,0,0.2857142857142857,United Kingdom,1,218.27,1,0.14285714285714285,38,0.7461955070495605,False
14265,1,280,428,590.65,2,843.17,421.585,47,24.0,0.0,0,0.0,Unspecified,2,530.18,1,0.6542056074766355,39,0.4243345081806183,False
14266,0,244,244,40.56,1,40.56,40.56,1,1.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.17018449753522874,False
14267,1,76,76,418.18,2,836.36,418.18,15,15.0,0.0,0,0.6666666666666666,United Kingdom,1,679.88,1,1.0,38,0.49272364377975464,False
14268,0,286,286,354.85,1,354.85,354.85,19,19.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.1763281300663948,False
14269,0,255,255,295.73,1,295.73,295.73,16,16.0,0.0,1,0.5,United Kingdom,0,0.0,0,1.0,38,0.3251613974571228,False
14270,0,147,147,492.65,1,492.65,492.65,29,29.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.3534222662448883,False
14271,1,41,225,112.32,2,214.18,107.09,38,19.0,0.0,0,0.0,United Kingdom,0,0.0,0,0.18222222222222223,38,0.5213542342185974,True
14272,2,70,398,220.175,3,614.94,204.98,38,13.0,204.35385976291224,0,0.0,United Kingdom,1,305.87,1,0.17587939698492464,38,0.49272364377975464,False
14273,1,33,58,105.9,2,218.7,109.35,10,6.0,0.0,0,0.0,United Kingdom,2,341.27,1,0.5689655172413793,38,0.5323850691318512,False
14274,0,502,502,256.6,1,256.6,256.6,15,15.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.04630195125937462,False
14275,5,211,423,202.356,6,1189.38,198.23,14,3.8333333333333335,36.694686263817545,0,0.0,United Kingdom,0,0.0,0,0.4988179669030733,38,0.5200910687446594,False
14276,4,105,476,254.0625,5,1324.14,264.828,50,15.2,73.4909291454848,0,0.5,United Kingdom,2,778.54,1,0.22058823529411764,38,0.6321652173995972,False
14277,5,28,542,2810.1540000000005,6,14266.19,2377.6983333333333,216,37.333333333333336,75.31135372571656,0,0.3636363636363636,France,2,2522.97,1,0.05166051660516605,13,0.8507982015609741,False
14278,0,225,225,205.83,1,205.83,205.83,13,13.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.30664960145950315,False
14279,1,336,497,81.36,2,191.86,95.93,3,1.5,0.0,0,0.0,United Kingdom,0,0.0,0,0.676056338028169,38,0.20147315114736558,False
14280,0,12,12,134.04,1,134.04,134.04,8,8.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.4243345081806183,False
14281,0,224,224,245.15,1,245.15,245.15,7,7.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.3251613974571228,False
14282,14,19,478,316.68571428571437,15,5330.6,355.37333333333333,80,9.733333333333333,30.686289310510514,0,0.0625,United Kingdom,10,1920.16,1,0.0397489539748954,38,0.9992330431938171,False
14283,3,279,385,131.79666666666665,4,628.44,157.11,36,10.25,28.728615235220325,0,0.0,United Kingdom,0,0.0,0,0.7246753246753247,38,0.29420382976531984,False
14284,0,469,469,704.4,1,704.4,704.4,35,35.0,0.0,1,0.0,United Kingdom,2,595.25,1,1.0,38,0.18483551889657973,False
14285,3,329,547,407.7366666666667,4,1374.41,343.60249999999996,33,8.25,24.0,0,0.2,United Kingdom,4,1910.01,1,0.6014625228519196,38,0.3123424559831619,False
14286,4,58,551,1072.6425,5,5901.09,1180.218,218,72.0,99.74300309629076,0,0.375,United Kingdom,2,2578.67,1,0.10526315789473684,38,0.8341295123100281,False
14287,1,14,14,17.28,2,83.28,41.64,4,2.0,0.0,0,0.0,United Kingdom,1,93.35,1,1.0,38,0.4243345081806183,False
14288,0,29,29,426.6,1,426.6,426.6,16,16.0,0.0,1,0.5,United Kingdom,0,0.0,0,1.0,38,0.6022488236427307,True
14289,2,15,105,135.99,3,594.22,198.07333333333335,30,11.333333333333334,4.949747468305833,0,0.0,United Kingdom,3,317.04,1,0.14285714285714285,38,0.6693839788436889,False
14290,3,177,547,702.9466666666667,4,2979.4700000000003,744.8675000000001,59,18.25,93.17903913076876,0,0.6,United Kingdom,4,1537.09,1,0.3235831809872029,38,0.6116601586341858,False
14291,14,26,546,373.2714285714286,15,5634.31,375.6206666666667,195,23.066666666666663,39.67920816296061,0,0.0625,United Kingdom,8,2269.79,1,0.047619047619047616,38,0.9825925946235656,False
14292,8,20,446,596.86875,9,5479.53,608.8366666666666,98,15.0,43.91042017562574,0,0.5,United Kingdom,7,3746.72,1,0.04484304932735426,38,0.9808278918266297,False
14293,6,121,545,271.12833333333333,7,2364.4700000000003,337.7814285714286,63,11.428571428571429,116.15062060388082,0,0.125,United Kingdom,2,538.5400000000001,1,0.22201834862385322,38,0.6548854112625122,False
14294,0,223,223,375.34,1,375.34,375.34,23,23.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.3320906460285187,False
14295,2,254,546,798.9300000000001,3,2186.71,728.9033333333333,60,22.0,77.78174593052023,0,0.4285714285714285,United Kingdom,1,166.20000000000002,1,0.4652014652014652,38,0.4860787630081177,False
14296,1,237,390,288.15,2,456.4,228.2,27,13.5,0.0,0,0.3333333333333333,United Kingdom,0,0.0,0,0.6076923076923076,38,0.44256980419158937,True
14297,0,90,90,232.6,1,232.6,232.6,11,11.0,0.0,1,0.0,United Kingdom,3,1072.73,1,1.0,38,0.4243345081806183,False
14298,67,6,544,1034.4961194029852,68,70161.18000000001,1031.7820588235295,1092,31.397058823529413,11.387583993080238,0,0.0144927536231884,United Kingdom,14,21033.31,1,0.011029411764705883,38,0.9808278918266297,False
14299,21,134,553,458.0214285714286,22,11670.57,530.4804545454546,99,9.818181818181818,12.595917706032491,0,0.3125,United Kingdom,5,2399.68,1,0.2423146473779385,38,0.7180601000785828,False
14301,2,232,482,522.395,3,1352.04,450.68,29,13.333333333333334,43.840620433565945,0,0.4,United Kingdom,1,640.14,1,0.48132780082987553,38,0.46541209816932677,True
14302,2,246,553,314.15000000000003,3,742.9000000000001,247.63333333333335,25,9.333333333333334,110.3086578651014,0,0.0,United Kingdom,0,0.0,0,0.4448462929475588,38,0.3720264554023743,False
14303,1,223,250,115.34,2,277.94,138.97,21,11.0,0.0,0,0.0,United Kingdom,0,0.0,0,0.892,38,0.3534222662448883,False
14304,2,38,386,526.52,3,1725.01,575.0033333333333,69,29.333333333333332,23.33452377915607,0,0.4,United Kingdom,0,0.0,0,0.09844559585492228,38,0.7566142201423645,True
14306,3,194,493,252.0,4,1058.0800000000002,264.52000000000004,12,3.25,85.03528679318957,0,0.0,United Kingdom,2,2093.32,1,0.3935091277890467,38,0.5373703241348267,False
14307,6,35,548,457.5133333333333,7,2987.18,426.7399999999999,150,27.0,38.53007483339044,0,0.125,United Kingdom,3,1300.74,1,0.06386861313868614,38,0.9553707480430603,True
14309,5,50,366,339.98400000000004,6,2364.16,394.02666666666664,96,19.333333333333332,45.51153699887535,0,0.1428571428571428,United Kingdom,5,1416.65,1,0.1366120218579235,38,0.9529938340187073,False
14310,0,248,248,492.1,1,492.1,492.1,22,22.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.3251613974571228,False
14311,1,58,383,310.26,2,516.45,258.225,31,15.5,0.0,0,0.3333333333333333,United Kingdom,0,0.0,0,0.1514360313315927,38,0.37661305665969846,True
14312,8,2,320,193.495,9,2333.29,259.25444444444446,120,15.77777777777778,31.402627278621132,0,0.0,United Kingdom,2,757.0,1,0.00625,38,0.9808278918266297,False
14314,0,246,246,109.8,1,109.8,109.8,2,2.0,0.0,1,0.5,United Kingdom,1,120.0,1,1.0,38,0.1900938406586647,False
14315,3,7,450,402.4866666666667,4,1572.89,393.2225,52,17.25,129.63924302977605,0,0.2,United Kingdom,4,1624.93,1,0.015555555555555555,38,0.6659207701683044,False
14316,4,238,446,246.24,5,1370.34,274.068,21,6.2,52.367292591209385,0,0.1666666666666666,United Kingdom,0,0.0,0,0.5336322869955157,38,0.4538216829299927,True
14318,0,276,276,158.02,1,158.02,158.02,9,9.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.13224079087376595,False
14319,0,240,240,494.85,1,494.85,494.85,26,26.0,0.0,1,0.5,United Kingdom,0,0.0,0,1.0,38,0.37661305665969846,False
14320,4,22,503,282.6325,5,1346.75,269.35,68,16.2,76.47657593450865,0,0.2857142857142857,United Kingdom,0,0.0,0,0.0437375745526839,38,0.6627930641174317,False
14321,2,149,289,318.505,3,1014.13,338.04333333333335,84,28.333333333333332,39.59797974644666,0,0.25,United Kingdom,4,1203.93,1,0.5155709342560554,38,0.6307546257972717,False
14322,3,245,475,118.63333333333334,4,474.1,118.525,10,3.25,113.35931074831626,0,0.3333333333333333,United Kingdom,0,0.0,0,0.5157894736842106,38,0.3720264554023743,True
14323,0,54,54,299.82,1,299.82,299.82,19,19.0,0.0,1,0.6666666666666666,United Kingdom,1,305.24,1,1.0,38,0.5373703241348267,False
14324,1,225,509,339.8,2,701.61,350.805,41,20.5,0.0,0,0.0,United Kingdom,0,0.0,0,0.44204322200392926,38,0.3720264554023743,False
14325,0,385,385,245.48,1,245.48,245.48,18,18.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.13224079087376595,True
14326,2,58,348,316.765,3,940.98,313.66,54,19.0,107.48023074035522,0,0.25,United Kingdom,0,0.0,0,0.16666666666666666,38,0.5708168864250183,False
14327,4,198,516,313.665,5,1583.28,316.656,89,18.8,76.86785197120228,0,0.0,United Kingdom,1,311.65,1,0.38372093023255816,38,0.6203281044960022,False
14329,9,89,539,746.37,10,7037.98,703.798,265,40.8,12.440971737681016,0,0.4736842105263157,United Kingdom,5,2849.64,1,0.16512059369202226,38,0.9157615661621094,False
14330,0,439,439,200.63,1,200.63,200.63,13,13.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.08668656721711158,False
14332,1,197,232,515.7,2,1077.2,538.6,31,18.5,0.0,0,0.0,United Kingdom,3,840.21,1,0.8491379310344828,38,0.3952172458171844,True
14334,8,19,384,370.95125,9,3444.5,382.72222222222223,137,22.333333333333332,15.231546211727816,0,0.1818181818181818,United Kingdom,3,873.98,1,0.049479166666666664,38,0.9808278918266297,False
14336,2,14,92,289.985,3,1114.39,371.46333333333337,53,19.666666666666668,25.45584412271571,0,0.0,United Kingdom,1,500.52,1,0.15217391304347827,38,0.8388727307319641,False
14338,1,12,352,579.97,2,919.85,459.925,43,24.5,0.0,0,0.3333333333333333,United Kingdom,1,8.25,1,0.03409090909090909,38,0.5109650909900665,False
14339,1,58,244,309.52,2,620.27,310.135,21,11.5,0.0,0,0.6,United Kingdom,0,0.0,0,0.23770491803278687,38,0.5477810382843018,False
14340,0,34,34,134.7,1,134.7,134.7,6,6.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.3952172458171844,True
14341,13,31,554,208.1823076923077,14,2988.19,213.44214285714287,126,13.0,43.90038256944454,0,0.125,United Kingdom,4,1463.83,1,0.05595667870036101,38,0.9697167754173279,False
14342,2,26,288,199.1,3,559.48,186.49333333333337,18,6.333333333333333,129.4005409571382,0,0.5,United Kingdom,3,358.96,1,0.09027777777777778,38,0.6277676224708557,False
14343,3,237,506,276.50333333333333,4,1079.66,269.915,193,57.5,35.04283093587046,0,0.0,United Kingdom,0,0.0,0,0.4683794466403162,38,0.49256980419158936,False
14344,17,22,442,140.7870588235294,18,2749.0,152.72222222222223,124,11.27777777777778,23.218748762964104,0,0.0,United Kingdom,2,244.05,1,0.049773755656108594,38,0.9418827295303345,True
14346,3,113,313,294.56,4,1556.61,389.1525,88,25.75,63.68935023481817,0,0.0,United Kingdom,1,759.14,1,0.3610223642172524,38,0.6899763226509095,False
14347,0,552,552,82.6,1,82.6,82.6,6,6.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.03895348906517029,False
14348,0,76,76,409.57,1,409.57,409.57,18,18.0,0.0,1,0.0,United Kingdom,0,0.0,0,1.0,38,0.4633759021759033,False
